rank,word,count
1691,pasamos,96
1692,puse,96
1693,méxico,96
1694,latín,96
1695,conciencia,96
1696,canciones,96
1697,sabías,96
1698,ayude,96
1699,pareja,96
1700,trae,96
1701,hable,95
1702,pasaporte,95
1703,metro,95
1704,conocimiento,95
1705,destino,95
1706,doble,95
1707,cultura,95
1708,viejos,95
1709,cuello,95
1710,bandera,95
1711,apareció,95
1712,cogió,95
1713,respeto,95
1714,vivido,94
1715,brazos,94
1716,descanso,94
1717,mantequilla,94
1718,poca,94
1719,prestado,94
1720,apartamento,94
1721,religión,94
1722,canta,94
1723,reina,94
1724,tratar,93
1725,invitados,93
1726,parada,93
1727,yenes,93
1728,portugués,93
1729,horrible,93
1730,kioto,93
1731,regalos,93
1732,necesidad,93
1733,echar,93
1734,gas,93
1735,huevo,93
1736,rusia,93
1737,encontramos,93
1738,aprendí,92
1739,pérdida,92
1740,maleta,92
1741,web,92
1742,cuerda,92
1743,promesa,92
1744,facilidad,92
1745,últimos,92
1746,hacemos,92
1747,otoño,92
1748,pregunté,92
1749,juegos,92
1750,quedado,92
1751,beso,92
1752,piscina,92
1753,tuvieron,92
1754,tomo,91
1755,gratis,91
1756,salido,91
1757,escritor,91
1758,mayores,91
1759,informe,91
1760,arreglar,91
1761,herido,91
1762,profundo,91
1763,reír,91
1764,anillo,91
1765,cantando,91
1766,solos,91
1767,casada,90
1768,monte,90
1769,esperamos,90
1770,consciente,90
1771,niñas,90
1772,llegaron,90
1773,cortó,90
1774,octubre,90
1775,colores,90
1776,hablé,90
1777,llegamos,90
1778,mierda,90
1779,nivel,90
1780,vender,90
1781,enemigos,90
1782,trampa,90
1783,20,89
1784,gordo,89
1785,pensado,89
1786,contrario,89
1787,oyó,89
1788,convirtió,89
1789,robado,89
1790,malas,89
1791,empezado,89
1792,oso,89
1793,ascensor,89
1794,hecha,89
1795,vergüenza,89
1796,daré,89
1797,escuché,89
1798,interés,89
1799,cuidar,89
1800,montañas,88
1801,mañanas,88
1802,sean,88
1803,correos,88
1804,supermercado,88
1805,ciudades,88
1806,solamente,88
1807,alegra,88
1808,trabajadores,88
1809,mediodía,88
1810,imagen,88
1811,riesgo,88
1812,besó,88
1813,cuarenta,88
1814,cargo,88
1815,pollo,88
1816,podrá,88
1817,medianoche,88
1818,escuchó,88
1819,comienzo,88
1820,querido,87
1821,embarazada,87
1822,pon,87
1823,presente,87
1824,violencia,87
1825,dieta,87
1826,bolsillo,87
1827,india,87
1828,ausencia,87
1829,dulces,87
1830,probar,87
1831,formas,87
1832,leo,87
1833,supone,87
1834,dura,86
1835,fiebre,86
1836,conversación,86
1837,miembros,86
1838,vacía,86
1839,discusión,86
1840,bajó,86
1841,podido,86
1842,jugo,86
1843,castillo,86
1844,recibí,86
1845,autor,86
1846,diré,86
1847,deje,86
1848,debía,86
1849,comes,85
1850,comenzar,85
1851,compra,85
1852,viva,85
1853,trabajó,85
1854,golpeó,85
1855,leyó,85
1856,desayunar,85
1857,famosa,85
1858,además,85
1859,moda,85
1860,bebiendo,85
1861,señora,85
1862,robaron,85
1863,velocidad,85
1864,limpia,85
1865,prohibido,85
1866,ducha,85
1867,herida,85
1868,hogar,85
1869,muchacha,85
1870,empezando,85
1871,teclado,85
1872,bebo,84
1873,esquina,84
1874,veré,84
1875,lentamente,84
1876,vivió,84
1877,costumbre,84
1878,sabido,84
1879,drogas,84
1880,pobres,84
1881,pedido,84
1882,olvidar,84
1883,aprende,84
1884,estadounidense,84
1885,acabado,84
1886,verdadera,84
1887,cuadro,83
1888,humanidad,83
1889,disculpe,83
1890,abierto,83
1891,llaman,83
1892,abandonó,83
1893,pedirle,83
1894,cartera,83
1895,cerró,83
1896,hacerme,83
1897,condiciones,83
1898,hacerse,83
1899,economía,83
1900,adiós,83
1901,flauta,83
1902,primo,83
1903,cruzar,83
1904,árabe,83
1905,polvo,83
1906,casar,83
1907,fábrica,83
1908,intento,83
1909,torre,83
1910,recibir,83
1911,llamaré,82
1912,vienes,82
1913,iguales,82
1914,darte,82
1915,tranquilo,82
1916,muñeca,82
1917,voluntad,82
1918,armas,82
1919,fortuna,82
1920,hagamos,82
1921,importancia,82
1922,letra,82
1923,extremadamente,82
1924,construir,82
1925,dudo,82
1926,terremoto,82
1927,acceso,82
1928,ejército,82
1929,detalles,82
1930,materna,82
1931,tantas,82
1932,fracaso,82
1933,tendremos,82
1934,historias,82
1935,vacío,82
1936,irá,82
1937,políticos,82
1938,comienza,81
1939,decidí,81
1940,alegría,81
1941,escribí,81
1942,1,81
1943,preocupa,81
1944,personal,81
1945,internacional,81
1946,insectos,81
1947,seres,81
1948,adentro,81
1949,chaqueta,81
1950,facebook,81
1951,suyo,81
1952,curso,81
1953,pareció,81
1954,griego,81
1955,termina,81
1956,saltó,81
1957,posibilidad,80
1958,ciego,80
1959,once,80
1960,haberme,80
1961,dormitorio,80
1962,cometer,80
1963,propios,80
1964,descansar,80
1965,precios,80
1966,fresco,80
1967,motor,80
1968,entiendes,80
1969,maestra,80
1970,diría,80
1971,lugares,80
1972,podríamos,80
1973,dispuesto,80
1974,nombres,80
1975,bereber,80
1976,seré,79
1977,importantes,79
1978,irte,79
1979,respuestas,79
1980,antigua,79
1981,televisor,79
1982,miel,79
1983,mentiroso,79
1984,verduras,79
1985,aceite,79
1986,tocando,79
1987,detuvo,79
1988,control,79
1989,calidad,79
1990,compañeros,79
1991,profesores,79
1992,época,79
1993,lindo,79
1994,blancas,79
1995,supiera,79
1996,serás,79
1997,medida,79
1998,político,79
1999,mike,78
2000,amar,78
2001,armario,78
2002,harías,78
2003,durmió,78
2004,llámame,78
2005,antiguo,78
2006,enfermera,78
2007,estadounidenses,78
2008,razones,78
2009,nota,78
2010,pistola,78
2011,estilo,78
2012,billetera,78
2013,mirada,78
2014,dé,77
2015,solas,77
2016,vine,77
2017,genial,77
2018,querer,77
2019,justicia,77
2020,comprender,77
2021,móvil,77
2022,habías,77
2023,osaka,77
2024,bienvenido,77
2025,aquello,77
2026,ambas,77
2027,san,77
2028,deportes,77
2029,fe,77
2030,miembro,77
2031,kilómetros,77
2032,trabajan,77
2033,descubrió,77
2034,abandonar,77
2035,quiénes,77
2036,rostro,77
2037,elección,77
2038,esfuerzos,77
2039,vienen,76
2040,novelas,76
2041,rosas,76
2042,actuar,76
2043,metió,76
2044,logró,76
2045,metros,76
2046,electrónico,76
2047,ocurre,76
2048,averiguar,76
2049,dima,76
2050,agrada,76
2051,regla,76
2052,querían,76
2053,alcanzar,76
2054,poeta,75
2055,quedaron,75
2056,falda,75
2057,abandonado,75
2058,aceptó,75
2059,invitó,75
2060,hagan,75
2061,levanta,75
2062,regresó,75
2063,bolso,75
2064,nación,75
2065,inútil,75
2066,apagar,75
2067,requiere,75
2068,datos,75
2069,ricos,75
2070,posición,75
2071,subió,75
2072,conductor,75
2073,poniendo,75
2074,junio,74
2075,100,74
2076,océano,74
2077,cortar,74
2078,victoria,74
2079,literatura,74
2080,consigo,74
2081,planta,74
2082,ponerse,74
2083,sombra,74
2084,dama,74
2085,recibido,74
2086,contestar,74
2087,andando,74
2088,patatas,74
2089,obtener,74
2090,trato,74
2091,fuertes,74
2092,saludable,74
2093,cambia,73
2094,bebida,73
2095,aproximadamente,73
2096,smith,73
2097,ayudarnos,73
2098,paquete,73
2099,tony,73
2100,empecé,73
2101,billete,73
2102,remedio,73
2103,llueva,73
2104,maravilloso,73
2105,usan,73
2106,americano,73
2107,motivo,73
2108,león,73
2109,quedamos,73
2110,chiste,73
2111,tantos,73
2112,suya,73
2113,departamento,73
2114,banda,73
2115,oye,73
2116,ocupados,72
2117,preguntar,72
2118,decidir,72
2119,vives,72
2120,bordo,72
2121,pequeñas,72
2122,colina,72
2123,seguido,72
2124,distinguir,72
2125,coma,72
2126,bajar,72
2127,cumplir,72
2128,investigación,72
2129,cubierta,72
2130,débil,72
2131,paga,72
2132,confío,72
2133,calma,72
2134,difíciles,72
2135,granja,72
2136,mentiras,72
2137,zona,72
2138,cristóbal,72
2139,iremos,71
2140,diste,71
2141,crédito,71
2142,invitado,71
2143,áfrica,71
2144,conduce,71
2145,kate,71
2146,odian,71
2147,dentista,71
2148,demasiada,71
2149,escapar,71
2150,caballero,71
2151,ponga,71
2152,largas,71
2153,olor,71
2154,miles,71
2155,hábito,71
2156,millas,71
2157,recuerdas,71
2158,quédate,71
2159,trozo,71
2160,salí,71
2161,bomba,71
2162,bebió,71
2163,cuyo,70
2164,pasará,70
2165,vidas,70
2166,cae,70
2167,naranjas,70
2168,salida,70
2169,llame,70
2170,llevan,70
2171,basta,70
2172,pegó,70
2173,producto,70
2174,toalla,70
2175,teníamos,70
2176,contiene,70
2177,mejorar,70
2178,vistazo,70
2179,tratado,70
2180,sabés,70
2181,meta,69
2182,ciento,69
2183,aspecto,69
2184,notas,69
2185,productos,69
2186,sospechoso,69
2187,juventud,69
2188,bello,69
2189,ayudara,69
2190,saberlo,69
2191,pesado,69
2192,pintar,69
2193,amigas,69
2194,héroe,69
2195,sabor,69
2196,traer,69
2197,enviar,69
2198,entendido,69
2199,tamaño,69
2200,romper,69
2201,lobo,69
2202,escondiendo,69
2203,escena,69
2204,vuelvas,69
2205,grave,68
2206,increíble,68
2207,ataque,68
2208,venden,68
2209,cometido,68
2210,puesta,68
2211,parecer,68
2212,vinieron,68
2213,subir,68
2214,llamé,68
2215,recientemente,68
2216,lento,68
2217,puertas,68
2218,negra,68
2219,cuento,68
2220,asesinato,68
2221,contrato,68
2222,instrucciones,68
2223,seguros,68
2224,tocó,68
2225,suelen,68
2226,listos,68
2227,leyes,68
2228,elecciones,68
2229,conocemos,68
2230,dormí,68
2231,disculpas,68
2232,sigo,68
2233,resulta,68
2234,muertos,68
2235,estúpida,67
2236,encontraste,67
2237,imaginación,67
2238,responsabilidad,67
2239,accidentes,67
2240,francesa,67
2241,comentarios,67
2242,entra,67
2243,aves,67
2244,corte,67
2245,venta,67
2246,sencillo,67
2247,preparando,67
2248,capitán,67
2249,aprendió,67
2250,dudas,67
2251,dejaré,67
2252,área,67
2253,verla,67
2254,amas,67
2255,despertó,67
2256,conoció,67
2257,pusieron,67
2258,prestar,67
2259,turno,67
2260,autos,67
2261,impuestos,67
2262,jackson,67
2263,alguno,67
2264,salario,67
2265,descubrir,67
2266,perfectamente,67
2267,contado,67
2268,preguntaba,67
2269,hablante,67
2270,6,66
2271,desperté,66
2272,muestra,66
2273,señal,66
2274,escuchado,66
2275,barba,66
2276,vaca,66
2277,george,66
2278,desierto,66
2279,enseguida,66
2280,espere,66
2281,dejaron,66
2282,actor,66
2283,envió,66
2284,entera,66
2285,calles,66
2286,habido,66
2287,preguntarle,66
2288,electricidad,66
2289,cero,66
2290,escucho,66
2291,delicioso,66
2292,muebles,66
2293,brillante,66
2294,dale,66
2295,rima,66
2296,estuviste,65
2297,muere,65
2298,tipos,65
2299,director,65
2300,vengas,65
2301,4,65
2302,espíritu,65
2303,hombro,65
2304,orgullosa,65
2305,carga,65
2306,acusado,65
2307,desea,65
2308,estarás,65
2309,permitir,65
2310,infancia,65
2311,guapo,65
2312,cierta,65
2313,creí,65
2314,trece,65
2315,breve,65
2316,deber,65
2317,patio,65
2318,tendría,65
2319,dando,65
2320,feo,65
2321,ése,65
2322,maravillosa,65
2323,ponte,65
2324,dueño,65
2325,batalla,65
2326,levantarse,65
2327,clientes,65
2328,importar,65
2329,papas,65
2330,cerdo,65
2331,ocultar,65
2332,locos,64
2333,tecnología,64
2334,anterior,64
2335,dificultades,64
2336,estén,64
2337,compañero,64
2338,encontraron,64
2339,pasajeros,64
2340,costa,64
2341,lección,64
2342,volando,64
2343,fuente,64
2344,asuntos,64
2345,nancy,64
2346,hubiese,64
2347,salvar,64
2348,fantasmas,64
2349,montar,64
2350,cuidadoso,64
2351,míos,64
2352,aparte,64
2353,rojas,64
2354,desapareció,64
2355,azules,64
2356,convencer,64
2357,serán,64
2358,biblia,64
2359,pelea,64
2360,científicos,64
2361,conejo,63
2362,acción,63
2363,zumo,63
2364,loca,63
2365,plata,63
2366,martes,63
2367,apoyo,63
2368,altos,63
2369,podamos,63
2370,pensamientos,63
2371,piezas,63
2372,ausente,63
2373,duró,63
2374,toques,63
2375,usado,63
2376,equipaje,63
2377,bote,63
2378,traté,63
2379,regresar,63
2380,entendí,63
2381,sabio,63
2382,juegan,63
2383,artificial,63
2384,orejas,63
2385,celular,63
2386,poesía,63
2387,casados,63
2388,cometió,63
2389,disponible,63
2390,contraseña,62
2391,desafortunadamente,62
2392,curiosidad,62
2393,periódicos,62
2394,millón,62
2395,generalmente,62
2396,importaría,62
2397,barrio,62
2398,democracia,62
2399,continuar,62
2400,jesús,62
2401,mínimo,62
2402,mintió,62
2403,8,62
2404,riqueza,62
2405,acciones,62
2406,juguete,62
2407,genio,62
2408,vacas,62
2409,saliendo,62
2410,comas,62
2411,actual,62
2412,éramos,62
2413,elefante,62
2414,golpe,62
2415,tiró,62
2416,despertar,62
2417,nadando,62
2418,actualmente,62
2419,fuerzas,62
2420,sueldo,62
2421,jugadores,62
2422,espada,62
2423,hermosas,62
2424,hubieras,62
2425,sigues,61
2426,acabar,61
2427,inventó,61
2428,7,61
2429,músico,61
2430,despierta,61
2431,fotografía,61
2432,esperado,61
2433,cómodo,61
2434,imaginar,61
2435,tímido,61
2436,regaló,61
2437,alimentos,61
2438,escalera,61
2439,propias,61
2440,medicamento,61
2441,pluma,61
2442,menú,61
2443,calcetines,61
2444,cinturón,61
2445,invitación,61
2446,cuánta,61
2447,admitió,61
2448,moneda,61
2449,haremos,61
2450,ayúdame,61
2451,frutas,61
2452,nacional,61
2453,instituto,60
2454,admitir,60
2455,sabéis,60
2456,cabra,60
2457,documento,60
2458,empezaron,60
2459,científico,60
2460,amarillo,60
2461,apagó,60
2462,lectura,60
2463,50,60
2464,pudimos,60
2465,conferencia,60
2466,agradecido,60
2467,quedaré,60
2468,gritó,60
2469,equivocada,60
2470,vendría,60
2471,podré,60
2472,trabajaba,60
2473,actitud,60
2474,vayan,60
2475,original,60
2476,ensalada,60
2477,coge,60
2478,claramente,60
2479,vivos,60
2480,polaco,60
2481,vengo,60
2482,malos,60
2483,apuesto,60
2484,cuida,60
2485,gracioso,60
2486,digan,60
2487,sano,60
2488,princesa,60
2489,movimiento,60
2490,piedras,59
2491,cambios,59
2492,perfecta,59
2493,preparar,59
2494,páginas,59
2495,baile,59
2496,llovió,59
2497,fuji,59
2498,muro,59
2499,elige,59
2500,cuentas,59
2501,bienvenida,59
2502,pongo,59
2503,valiente,59
2504,mono,59
2505,causó,59
2506,estudió,59
2507,fluidez,59
2508,guantes,59
2509,agujero,59
2510,social,59
2511,decirlo,59
2512,pesa,59
2513,alcalde,59
2514,anciana,59
2515,volviendo,59
2516,cruel,59
2517,llegaste,59
2518,ridículo,59
2519,elegido,59
2520,limpio,59
2521,moto,59
2522,estaremos,59
2523,altura,59
2524,capaces,59
2525,debí,58
2526,votar,58
2527,pasan,58
2528,humo,58
2529,agarró,58
2530,rumor,58
2531,hierro,58
2532,cansados,58
2533,sentada,58
2534,mentir,58
2535,números,58
2536,encontrarás,58
2537,serpientes,58
2538,apellido,58
2539,fila,58
2540,grados,58
2541,estuvieron,58
2542,alarma,58
2543,honor,58
2544,pagó,58
2545,lados,58
2546,ofreció,58
2547,misterio,58
2548,disparó,58
2549,vano,58
2550,pido,58
2551,inteligentes,58
2552,sepas,58
2553,vea,58
2554,tablero,58
2555,confía,57
2556,ventaja,57
2557,solar,57
2558,haberse,57
2559,tomas,57
2560,apaga,57
2561,muchísimo,57
2562,petróleo,57
2563,uñas,57
2564,puntos,57
2565,levanté,57
2566,convencido,57
2567,volví,57
2568,pagan,57
2569,rápida,57
2570,considerado,57
2571,llamarme,57
2572,sucio,57
2573,deme,57
2574,podrás,57
2575,robar,57
2576,pagado,57
2577,fantasma,57
2578,trago,57
2579,vieron,57
2580,sexo,57
2581,berlín,57
2582,enfermedades,57
2583,logro,57
2584,extranjera,56
2585,cobarde,56
2586,obras,56
2587,molesto,56
2588,sonar,56
2589,habilidad,56
2590,debió,56
2591,aumento,56
2592,bar,56
2593,efectivo,56
2594,duermo,56
2595,infierno,56
2596,gerente,56
2597,método,56
2598,comentario,56
2599,mover,56
2600,llevará,56
2601,suéter,56
2602,madrid,56
2603,ignorancia,56
2604,cantó,56
2605,pregúntale,56
2606,alegre,56
2607,sucia,56
2608,cerrado,56
2609,atrapado,56
2610,compartir,56
2611,filosofía,56
2612,pasatiempo,56
2613,práctica,56
2614,traído,56
2615,pongas,56
2616,tesoro,56
2617,ayudé,56
2618,éstos,56
2619,sabiduría,56
2620,región,56
2621,islam,56
2622,intentado,56
2623,siesta,55
2624,perdieron,55
2625,blancos,55
2626,eh,55
2627,desnudo,55
2628,alice,55
2629,enero,55
2630,viajes,55
2631,egipto,55
2632,estudiado,55
2633,lloró,55
2634,crear,55
2635,marcha,55
2636,abril,55
2637,oeste,55
2638,preferido,55
2639,escenario,55
2640,momentos,55
2641,hoja,55
2642,gris,55
2643,pasear,55
2644,respirar,55
2645,llego,55
2646,serpiente,55
2647,ésa,55
2648,visité,55
2649,prefieres,55
2650,acabas,55
2651,fueras,55
2652,convertirse,55
2653,efecto,55
2654,gallina,55
2655,gustado,55
2656,mantuvo,55
2657,apariencia,55
2658,esperó,55
2659,tentación,55
2660,obviamente,55
2661,pantalla,55
2662,zorro,55
2663,osos,55
2664,risa,54
2665,visitado,54
2666,cima,54
2667,carácter,54
2668,tareas,54
2669,deseando,54
2670,haberle,54
2671,alas,54
2672,levantar,54
2673,supo,54
2674,zoológico,54
2675,fecha,54
2676,viniste,54
2677,complicado,54
2678,ocurrir,54
2679,aun,54
2680,dejo,54
2681,prefiere,54
2682,recién,54
2683,asegúrate,54
2684,peter,54
2685,suiza,54
2686,emergencia,54
2687,pasaron,54
2688,visitó,54
2689,copa,54
2690,tráeme,54
2691,asustado,54
2692,obvio,54
2693,bromeando,54
